chlorides,free sulfur dioxide,total sulfur dioxide,fixed acidity,volatile acidity,citric acid,density
0.07,13,26,6.6,0.52,0.08,0.99358
0.06,3,10,11.1,0.31,0.53,0.99572
0.06,3,10,11.1,0.31,0.53,0.99572
0.086,28,52,8,0.62,0.35,0.997
0.057,19,37,9.3,0.33,0.45,0.99498
0.098,30,92,7.5,0.77,0.2,0.99892
0.083,33,75,7.2,0.35,0.26,0.9968
0.088,16,37,8,0.62,0.33,0.9972
0.098,30,92,7.5,0.77,0.2,0.99892
0.071,45,67,9.1,0.25,0.34,0.99769
0.073,3,8,9.9,0.32,0.56,0.99534
0.08,3,8,8.6,0.37,0.65,0.99817
0.08,3,8,8.6,0.37,0.65,0.99817
0.05,37.5,278,7.9,0.3,0.68,0.99316
0.047,3,8,10.3,0.27,0.56,0.99471
0.05,37.5,289,7.9,0.3,0.68,0.99316
0.073,31,70,7.2,0.38,0.3,0.99685
0.072,32,59,8.7,0.42,0.45,0.99617
0.073,31,70,7.2,0.38,0.3,0.99685
0.074,40,64,6.8,0.48,0.08,0.99529
0.055,3,9,8.5,0.34,0.4,0.99738
0.057,18,30,7.9,0.19,0.42,0.994
0.095,22,41,11.6,0.41,0.54,0.99735
0.095,22,41,11.6,0.41,0.54,0.99735
0.083,42,74,10,0.26,0.54,0.99451
0.086,8,19,7.9,0.34,0.42,0.99546
0.081,10,16,7,0.54,0.09,0.99479
0.079,11,31,9.2,0.31,0.36,0.99615
0.117,9,17,6.6,0.725,0.09,0.99655
0.087,6,20,9.4,0.4,0.47,0.99772
0.117,9,17,6.6,0.725,0.09,0.99655
0.096,5,18,8.6,0.52,0.38,0.99666
0.216,5,16,8,0.31,0.45,0.99358
0.096,5,18,8.6,0.52,0.38,0.99666
0.072,23,36,8.4,0.34,0.42,0.99392
0.071,14,25,7.4,0.49,0.27,0.99388
0.078,18,30,6.1,0.48,0.09,0.99402
0.071,14,25,7.4,0.49,0.27,0.99388
0.073,16,25,8,0.48,0.34,0.9936
0.048,13,49,6.3,0.57,0.28,0.99374
0.069,9,17,8.2,0.23,0.42,0.99376
0.068,10,24,9.1,0.3,0.41,0.99523
0.09,4,13,8.1,0.78,0.1,0.99855
0.171,27,66,10.8,0.47,0.43,0.9982
0.07,6,14,8.3,0.53,0,0.99593
0.092,23,55,5.4,0.42,0.27,0.99471
0.056,6,35,7.9,0.33,0.41,0.99396
0.074,3,10,8.9,0.24,0.39,0.99698
0.046,29,80,5,0.4,0.5,0.9902
0.091,15,21,7,0.69,0.07,0.99572
0.091,15,21,7,0.69,0.07,0.99572
0.091,15,21,7,0.69,0.07,0.99572
0.065,14,24,7.1,0.39,0.12,0.99252
0.066,7,15,5.6,0.66,0,0.99256
0.076,8,17,7.9,0.54,0.34,0.99235
0.062,21,28,6.6,0.5,0,0.99352
0.055,27,33,6.3,0.47,0,0.9922
0.081,17,29,10.7,0.4,0.37,0.99674
0.096,3,13,6.5,0.58,0,0.99557
0.055,13,27,8.8,0.24,0.35,0.99394
0.063,3,11,5.8,0.29,0.26,0.9915
0.072,26,52,6.3,0.76,0,0.99379
0.095,28,89,10,0.43,0.33,0.9984
0.092,24,70,10.5,0.43,0.35,0.99798
0.058,5,10,9.1,0.6,0,0.9977
0.045,57,135,5.9,0.19,0.21,0.99341
0.075,18,38,7.4,0.36,0.34,0.9933
0.089,10,18,7.2,0.48,0.07,0.99684
0.061,6,15,8.5,0.28,0.35,0.99524
0.067,22,50,8,0.25,0.43,0.9946
0.08,6,13,10.4,0.52,0.45,0.99774
0.08,6,13,10.4,0.52,0.45,0.99774
0.104,29,94,7.5,0.41,0.15,0.99786
0.079,16,86,8.2,0.51,0.24,0.99764
0.08,33,79,7.3,0.4,0.3,0.9969
0.08,24,71,8.2,0.38,0.32,0.99624
0.043,6,12,6.9,0.45,0.11,0.99354
0.065,16,20,7,0.22,0.3,0.99672
0.066,35,70,7.3,0.32,0.23,0.99588
0.076,31,51,8.2,0.2,0.43,0.99672
0.178,6,21,7.8,0.5,0.12,0.996
0.071,6,14,10,0.41,0.45,0.99702
0.086,9,21,7.8,0.39,0.42,0.99526
0.061,6,11,10,0.35,0.47,0.99585
0.067,4,12,8.2,0.33,0.32,0.99473
0.044,16,70,6.1,0.58,0.23,0.99352
0.118,9,38,8.3,0.6,0.25,0.99616
0.083,17,38,9.6,0.42,0.35,0.99622
0.1,50,63,6.6,0.58,0,0.99544
0.118,9,38,8.3,0.6,0.25,0.99616
0.071,45,88,8.5,0.18,0.51,0.99524
0.042,16,101,5.1,0.51,0.18,0.9924
0.076,22,54,6.7,0.41,0.43,0.99572
0.11,11,37,10.2,0.41,0.43,0.99728
0.087,6,20,10.6,0.36,0.57,0.99676
0.076,12,21,8.8,0.45,0.43,0.99551
0.075,12,19,8.5,0.32,0.42,0.99434
0.078,10,21,9,0.785,0.24,0.99692
0.078,10,21,9,0.785,0.24,0.99692
0.369,15,38,8.5,0.44,0.5,0.99634
0.111,7,60,9.9,0.54,0.26,0.99709
0.074,29,48,8.2,0.33,0.39,0.99528
0.067,8,44,6.5,0.34,0.27,0.99384
0.086,5,14,7.6,0.5,0.29,0.99502
0.062,5,12,9.2,0.36,0.34,0.99667
0.078,26,44,7.1,0.59,0,0.99522
0.074,5,16,9.7,0.42,0.46,0.99649
0.079,26,65,7.6,0.36,0.31,0.99716
0.079,26,65,7.6,0.36,0.31,0.99716
0.095,48,59,6.5,0.61,0,0.99541
0.079,23,47,6.5,0.88,0.03,0.99572
0.052,6,11,7.1,0.66,0,0.99318
0.041,17,78,5.6,0.915,0,0.99346
0.076,11,47,8.2,0.35,0.33,0.99599
0.076,11,47,8.2,0.35,0.33,0.99599
0.068,5,11,9.8,0.39,0.43,0.99478
0.068,41,54,10.2,0.4,0.4,0.99754
0.07,16,61,6.8,0.66,0.07,0.99572
0.08,11,119,6.7,0.64,0.23,0.99538
0.085,6,39,7,0.43,0.3,0.99346
0.079,6,12,6.6,0.8,0.03,0.9963
0.085,6,39,7,0.43,0.3,0.99346
0.08,11,119,6.7,0.64,0.23,0.99538
0.075,5,19,8.8,0.955,0.05,0.99616
0.08,6,20,9.1,0.4,0.57,0.99652
0.166,6,12,6.5,0.885,0,0.99551
0.063,11,41,7.2,0.25,0.37,0.99439
0.166,6,12,6.4,0.885,0,0.99551
0.114,15,64,7,0.745,0.12,0.99588
0.078,21,56,6.2,0.43,0.22,0.99633
0.076,23,94,7.9,0.58,0.23,0.99686
0.069,4,9,7.7,0.57,0.21,0.99458
0.052,19,77,7.7,0.26,0.26,0.9951
0.076,23,94,7.9,0.58,0.23,0.99686
0.069,4,9,7.7,0.57,0.21,0.99458
0.065,5,10,7.9,0.34,0.36,0.99419
0.068,6,12,8.6,0.42,0.39,0.99516
0.111,33,76,9.9,0.74,0.19,0.99878
0.074,24,44,7.2,0.36,0.46,0.99534
0.074,24,44,7.2,0.36,0.46,0.99534
0.074,24,44,7.2,0.36,0.46,0.99534
0.136,24,52,9.9,0.72,0.55,0.99752
0.074,24,44,7.2,0.36,0.46,0.99534
0.071,14,24,6.2,0.39,0.43,0.99428
0.078,8,15,6.8,0.65,0.02,0.99498
0.076,22,53,6.6,0.44,0.15,0.9957
0.078,8,15,6.8,0.65,0.02,0.99498
0.071,5,13,9.6,0.38,0.42,0.99659
0.081,6,9,10.2,0.33,0.46,0.99628
0.095,20,29,8.8,0.27,0.46,0.99488
0.079,10,79,7.9,0.57,0.31,0.99677
0.057,43,74,8.2,0.34,0.37,0.99408
0.082,8,24,8.2,0.4,0.31,0.996
0.044,25,50,9,0.39,0.4,0.99478
0.132,17,44,10.9,0.32,0.52,0.99734
0.132,17,44,10.9,0.32,0.52,0.99734
0.078,33,89,8.1,0.53,0.22,0.99678
0.074,9,23,10.5,0.36,0.47,0.99638
0.08,8,20,12.6,0.39,0.49,0.9992
0.091,18,77,9.2,0.46,0.23,0.99922
0.08,27,46,7.5,0.58,0.03,0.99592
0.104,8,21,9,0.58,0.25,0.99769
0.044,18,88,5.1,0.42,0,0.99157
0.075,19,66,7.6,0.43,0.29,0.99718
0.066,15,58,7.7,0.18,0.34,0.9947
0.074,48,90,7.8,0.815,0.01,0.99621
0.075,19,66,7.6,0.43,0.29,0.99718
0.057,14,36,10.2,0.23,0.37,0.99614
0.059,11,18,7.1,0.75,0.01,0.99242
0.054,6,113,6,0.33,0.32,0.99572
0.07,7,17,7.8,0.55,0,0.99659
0.059,11,18,7.1,0.75,0.01,0.99242
0.081,12,24,8.1,0.73,0,0.99798
0.057,11,20,6.5,0.67,0,0.99488
0.076,36,60,7.5,0.61,0.2,0.99494
0.079,28,65,9.8,0.37,0.39,0.99729
0.058,15,40,9,0.4,0.41,0.99414
0.082,10,86,8.3,0.56,0.22,0.9983
0.067,72,160,5.9,0.29,0.25,0.99721
0.082,15,34,7.4,0.55,0.19,0.99655
0.086,15,48,7.4,0.74,0.07,0.99502
0.082,15,34,7.4,0.55,0.19,0.99655
0.081,22,36,6.9,0.41,0.33,0.9949
0.079,24,37,7.1,0.6,0.01,0.99514
0.079,24,37,7.1,0.6,0.01,0.99514
0.077,27,60,7.5,0.58,0.14,0.9963
0.123,6,14,7.1,0.72,0,0.99627
0.096,6,13,7.9,0.66,0,0.99569
0.079,20,35,7.8,0.7,0.06,0.99628
0.069,26,46,6.1,0.64,0.02,0.99358
0.082,43,60,7.5,0.59,0.22,0.99499
0.085,12,69,7,0.58,0.28,0.99633
0.123,15,33,6.8,0.64,0,0.99538
0.123,15,33,6.8,0.64,0,0.99538
0.403,19,56,8.6,0.635,0.68,0.99632
0.083,17,24,6.3,1.02,0,0.99437
0.081,34,66,9.8,0.45,0.38,0.99726
0.089,13,26,8.2,0.78,0,0.9978
0.066,26,51,8.5,0.37,0.32,0.99456
0.081,16,36,7.2,0.57,0.05,0.99564
0.081,16,36,7.2,0.57,0.05,0.99564
0.068,13,19,10.4,0.43,0.5,0.996
0.079,21,51,6.9,0.41,0.31,0.99668
0.044,28,87,5.5,0.49,0.03,0.9908
0.048,26,60,5,0.38,0.01,0.99084
0.049,24,64,7.3,0.44,0.2,0.9935
0.077,25,44,5.9,0.46,0,0.99385
0.073,34,44,7.5,0.58,0.2,0.99494
0.102,17,36,7.8,0.58,0.13,0.9944
0.075,13,81,8,0.715,0.22,0.99688
0.05,3,10,8.5,0.4,0.4,0.99566
0.114,3,10,7,0.69,0,0.99636
0.075,13,81,8,0.715,0.22,0.99688
0.062,3,9,9.8,0.3,0.39,0.9948
0.077,28,54,7.1,0.46,0.2,0.9956
0.077,28,54,7.1,0.46,0.2,0.9956
0.084,9,22,7.9,0.765,0,0.99619
0.096,17,69,8.7,0.63,0.28,0.99734
0.071,18,36,7,0.42,0.19,0.99476
0.09,20,47,11.3,0.37,0.5,0.99734
0.068,17,31,7.1,0.16,0.44,0.99328
0.056,3,7,8,0.6,0.08,0.99286
0.068,20,110,7,0.6,0.3,0.99914
0.068,20,110,7,0.6,0.3,0.99914
0.1,6,12,7.6,0.74,0,0.99521
0.073,25,60,8.2,0.635,0.1,0.99638
0.056,14,28,5.9,0.395,0.13,0.99362
0.084,6,12,7.5,0.755,0,0.99672
0.073,25,60,8.2,0.635,0.1,0.99638
0.093,51,77.5,6.6,0.63,0,0.99558
0.093,51,77.5,6.6,0.63,0,0.99558
0.064,15,29,7.2,0.53,0.14,0.99323
0.063,11,18,5.7,0.6,0,0.99191
0.137,5,9,7.6,1.58,0,0.99476
0.08,15,28,5.2,0.645,0,0.99444
0.1,20,57,6.7,0.86,0.07,0.99598
0.064,4,15,9.1,0.37,0.32,0.99576
0.081,28,68,8,0.28,0.44,0.99501
0.087,21,68,7.6,0.79,0.21,0.9955
0.073,24,88,7.5,0.61,0.26,0.99612
0.088,22,91,9.7,0.69,0.32,0.9979
0.068,15,29,6.8,0.68,0.09,0.99524
0.088,22,91,9.7,0.69,0.32,0.9979
0.071,27,63,7,0.62,0.1,0.996
0.073,24,88,7.5,0.61,0.26,0.99612
0.064,12,27,6.5,0.51,0.15,0.9929
0.083,14,41,8,1.18,0.21,0.99532
0.086,20,65,7,0.36,0.21,0.99558
0.086,24,69,7,0.36,0.21,0.99556
0.083,17,91,7.5,0.63,0.27,0.99616
0.041,16,46,5.4,0.74,0,0.99258
0.091,10,41,9.9,0.44,0.46,0.99638
0.083,17,91,7.5,0.63,0.27,0.99616
0.414,18,64,9.1,0.76,0.68,0.99652
0.094,12,88,9.7,0.66,0.34,0.99796
0.041,16,46,5,0.74,0,0.99258
0.058,9,18,9.1,0.34,0.42,0.99392
0.06,21,55,9.1,0.36,0.39,0.99495
0.077,18,34,6.7,0.46,0.24,0.9948
0.077,18,34,6.7,0.46,0.24,0.9948
0.077,18,34,6.7,0.46,0.24,0.9948
0.077,18,34,6.7,0.46,0.24,0.9948
0.073,13,38,6.5,0.52,0.11,0.9955
0.083,17,91,7.4,0.6,0.26,0.99616
0.083,17,91,7.4,0.6,0.26,0.99616
0.107,31,67,7.8,0.87,0.26,0.99668
0.075,6,25,8.4,0.39,0.1,0.99581
0.079,12,48,9.1,0.775,0.22,0.9976
0.166,4,11,7.2,0.835,0,0.99608
0.069,19,40,6.6,0.58,0.02,0.99387
0.057,15,26,6,0.5,0,0.99448
0.057,15,26,6,0.5,0,0.99448
0.057,15,26,6,0.5,0,0.99448
0.084,13,31,7.5,0.51,0.02,0.99538
0.084,13,31,7.5,0.51,0.02,0.99538
0.084,13,31,7.5,0.51,0.02,0.99538
0.085,17,31,7.6,0.54,0.02,0.99589
0.084,13,31,7.5,0.51,0.02,0.99538
0.077,8,20,11.5,0.42,0.48,0.99852
0.063,10,28,8.2,0.44,0.24,0.99613
0.056,5,13,6.1,0.59,0.01,0.99472
0.078,7,12,7.2,0.655,0.03,0.99587
0.078,7,12,7.2,0.655,0.03,0.99587
0.081,21,41,6.9,0.57,0,0.99518
0.069,32,73,9,0.6,0.29,0.99654
0.065,8,46,7.2,0.62,0.01,0.99332
0.086,14,57,7.6,0.645,0.03,0.9969
0.086,14,57,7.6,0.645,0.03,0.9969
0.077,7,28,7.2,0.58,0.03,0.99568
0.086,5,32,6.1,0.32,0.25,0.99464
0.084,4,28,6.1,0.34,0.25,0.99464
0.078,27,67,7.3,0.43,0.24,0.99648
0.168,52,98,7.4,0.64,0.17,0.99736
0.091,6,28,11.6,0.475,0.4,0.99704
0.112,11,38,9.2,0.54,0.31,0.99699
0.093,13,54,8.3,0.85,0.14,0.99724
0.091,6,28,11.6,0.475,0.4,0.99704
0.08,11,63,8,0.83,0.27,0.99652
0.096,10,31,7.2,0.605,0.02,0.995
0.115,10,42,7.8,0.5,0.09,0.9971
0.094,10,45,7.3,0.74,0.08,0.99576
0.088,9,105,6.9,0.54,0.3,0.99725
0.079,16,74,8,0.77,0.32,0.99656
0.069,4,8,6.6,0.61,0,0.99396
0.415,12,66,8.7,0.78,0.51,0.99623
0.153,5,14,7.5,0.58,0.56,0.99476
0.415,12,66,8.7,0.78,0.51,0.99623
0.11,34,89,7.7,0.75,0.27,0.99664
0.267,16,29,6.8,0.815,0,0.99471
0.083,13,100,7.2,0.56,0.26,0.99586
0.086,7,31,8.2,0.885,0.2,0.9946
0.09,23,74,5.2,0.49,0.26,0.9953
0.078,10,28,7.2,0.45,0.15,0.99609
0.077,11,35,7.5,0.57,0.02,0.99557
0.077,11,35,7.5,0.57,0.02,0.99557
0.074,4,25,6.8,0.83,0.09,0.99534
0.08,25,105,8,0.6,0.22,0.99613
0.08,25,105,8,0.6,0.22,0.99613
0.107,20,84,7.1,0.755,0.15,0.99593
0.076,34,85,8,0.81,0.25,0.99668
0.1,8,23,7.4,0.64,0.07,0.9961
0.1,8,23,7.4,0.64,0.07,0.9961
0.083,7,49,6.6,0.64,0.31,0.99718
0.08,36,111,6.7,0.48,0.02,0.99524
0.068,15,33,6,0.49,0,0.99292
0.094,5,33,8,0.64,0.22,0.99612
0.07,5,12,7.1,0.62,0.06,0.9942
0.078,19,59,8,0.52,0.25,0.99612
0.07,27,73,6.4,0.57,0.14,0.99669
0.092,3,12,8.6,0.685,0.1,0.99745
0.09,4,11,8.7,0.675,0.1,0.99745
0.08,17,104,7.3,0.59,0.26,0.99584
0.083,13,28,7,0.6,0.12,0.9966
0.068,10,24,7.2,0.67,0,0.9956
0.08,33,141,7.9,0.69,0.21,0.9962
0.08,33,141,7.9,0.69,0.21,0.9962
0.052,6,24,7.6,0.3,0.42,0.9963
0.061,3,13,7.2,0.33,0.33,0.996
0.082,12,46,8,0.5,0.39,0.9985
0.062,18,34,7.7,0.28,0.3,0.9952
0.062,8,22,8.2,0.24,0.34,0.9974
0.064,40,54,6,0.51,0,0.995
0.048,35,53,8.1,0.29,0.36,0.995
0.064,40,54,6,0.51,0,0.995
0.082,5,16,6.6,0.96,0,0.9936
0.071,8,19,6.4,0.47,0.4,0.9963
0.062,8,22,8.2,0.24,0.34,0.9974
0.104,12,89,9.9,0.57,0.25,0.9963
0.077,3,15,10,0.32,0.59,0.9994
0.065,8,18,6.2,0.58,0,0.9966
0.077,3,15,10,0.32,0.59,0.9994
0.064,21,37,7.3,0.34,0.33,0.9952
0.077,3,19,7.8,0.53,0.01,0.995
0.077,32,133,7.7,0.64,0.21,0.9956
0.077,3,19,7.8,0.53,0.01,0.995
0.079,24,58,7.5,0.4,0.18,0.9965
0.079,39,55,7,0.54,0,0.9956
0.123,14,31,6.4,0.53,0.09,0.9968
0.076,8,23,8.3,0.26,0.37,0.9974
0.076,8,23,8.3,0.26,0.37,0.9974
0.046,23,60,7.7,0.23,0.37,0.9971
0.078,6,23,7.6,0.41,0.33,0.9957
0.072,27,55,7.8,0.64,0,0.9962
0.049,38,67,7.9,0.18,0.4,0.996
0.066,18,47,7.4,0.41,0.24,0.9956
0.069,13,74,7.6,0.43,0.31,0.9958
0.042,3,11,5.9,0.44,0,0.9944
0.069,11,25,6.1,0.4,0.16,0.9955
0.214,55,95,10.2,0.54,0.37,1.00369
0.214,55,95,10.2,0.54,0.37,1.00369
0.169,27,90,10,0.38,0.38,0.99914
0.07,15,39,6.8,0.915,0.29,0.99577
0.052,3,8,7,0.59,0,0.996
0.072,31,92,7.3,0.67,0.02,0.99566
0.062,15,28,7.2,0.37,0.32,0.9947
0.094,19,98,7.4,0.785,0.19,0.99713
0.078,18,30,6.9,0.63,0.02,0.99712
0.058,8,22,6.9,0.58,0.2,0.99322
0.072,31,92,7.3,0.67,0.02,0.99566
0.094,19,98,7.4,0.785,0.19,0.99713
0.078,18,30,6.9,0.63,0.02,0.99712
0.08,22,39,6.8,0.67,0,0.99701
0.08,40,54,6.9,0.58,0.01,0.99683
0.056,15,29,7.2,0.38,0.31,0.99472
0.062,15,28,7.2,0.37,0.32,0.9947
0.104,8,17,7.8,0.32,0.44,0.99732
0.062,37,53,6.6,0.58,0.02,0.99374
0.074,27,85,7.6,0.49,0.33,0.99706
0.073,7,23,11.7,0.45,0.63,0.99974
0.052,9,17,6.5,0.9,0,0.99467
0.05,38,89,6,0.54,0.06,0.99236
0.074,27,85,7.6,0.49,0.33,0.99706
0.067,8,20,8.4,0.29,0.4,0.99603
0.054,7,15,7.9,0.2,0.35,0.99458
0.054,34,64,6.4,0.42,0.09,0.99724
0.06,6,13,6.2,0.785,0,0.99664
0.075,14,31,6.8,0.64,0.03,0.99545
0.076,14,39,6.9,0.63,0.01,0.99522
0.063,34,53,6.8,0.59,0.1,0.9958
0.063,34,53,6.8,0.59,0.1,0.9958
0.062,31,54,7.3,0.48,0.32,0.99728
0.067,19,32,6.7,1.04,0.08,0.99648
0.062,31,54,7.3,0.48,0.32,0.99728
0.061,20,49,7.3,0.98,0.05,0.99705
0.084,8,24,10,0.69,0.11,0.99578
0.067,8,16,6.7,0.7,0.08,0.99334
0.073,23,44,7.6,0.35,0.6,0.99656
0.071,14,45,6.1,0.6,0.08,0.99336
0.205,48,82,9.9,0.5,0.5,1.00242
0.048,16,89,5.3,0.47,0.11,0.99182
0.205,48,82,9.9,0.5,0.5,1.00242
0.048,16,89,5.3,0.47,0.11,0.99182
0.082,3,14,7.1,0.875,0.05,0.99808
0.104,10,22,8.2,0.28,0.6,0.99828
0.08,6,13,5.6,0.62,0.03,0.99498
0.104,10,22,8.2,0.28,0.6,0.99828
0.114,3,9,7.2,0.58,0.54,0.99719
0.042,6,12,8.1,0.33,0.44,0.99542
0.06,4,11,6.8,0.91,0.06,0.99592
0.074,8,25,7,0.655,0.16,0.99606
0.07,9,23,6.8,0.68,0.21,0.99546
0.066,9,17,6,0.64,0.05,0.99496
0.049,5,13,5.6,0.54,0.04,0.9942
0.048,4,11,6.2,0.57,0.1,0.99448
0.039,8,18,7.1,0.22,0.49,0.99344
0.049,5,13,5.6,0.54,0.04,0.9942
0.05,6,18,6.2,0.65,0.06,0.99348
0.089,23,147,7.7,0.54,0.26,0.99636
0.066,15,28,6.4,0.31,0.09,0.99459
0.08,15,28,7,0.43,0.02,0.99492
0.089,23,147,7.7,0.54,0.26,0.99636
0.054,7,16,6.9,0.74,0.03,0.99508
0.068,7,13,6.6,0.895,0.04,0.99582
0.054,7,16,6.9,0.74,0.03,0.99508
0.076,8,15,7.5,0.725,0.04,0.99508
0.083,21,64,7.8,0.82,0.29,0.99642
0.078,15,60,7.3,0.585,0.18,0.99638
0.077,6,14,6.2,0.44,0.39,0.99555
0.106,5,12,7.5,0.38,0.57,0.99605
0.078,6,12,6.7,0.76,0.02,0.996
0.07,6,14,6.8,0.81,0.05,0.99562
0.106,5,12,7.5,0.38,0.57,0.99605
0.074,17,25,7.1,0.27,0.6,0.99814
0.062,7,20,7.9,0.18,0.4,0.9941
0.047,26,48,6.4,0.36,0.21,0.99661
0.068,19,27,7.1,0.69,0.04,0.99712
0.061,11,17,6.4,0.79,0.04,0.99588
0.078,17,65,6.4,0.56,0.15,0.99294
0.074,16,65,6.9,0.84,0.21,0.99842
0.074,16,65,6.9,0.84,0.21,0.99842
0.071,23,58,6.1,0.32,0.25,0.99633
0.063,29,44,6.5,0.53,0.06,0.99489
0.114,7,20,7.4,0.47,0.46,0.99647
0.106,14,27,6.6,0.7,0.08,0.99665
0.063,29,44,6.5,0.53,0.06,0.99489
0.082,9,23,6.9,0.48,0.2,0.99585
0.071,23,58,6.1,0.32,0.25,0.99633
0.076,29,61,6.8,0.48,0.25,0.9953
0.075,22,47,6,0.42,0.19,0.99522
0.064,18,34,6.7,0.48,0.08,0.99552
0.064,18,38,6.8,0.47,0.08,0.99553
0.071,15,24,7.1,0.53,0.07,0.9951
0.096,21,59,7.9,0.29,0.49,0.99714
0.063,42,52,7.1,0.69,0.08,0.99608
0.063,9,18,6.6,0.44,0.09,0.99444
0.081,13,28,6.1,0.705,0.1,0.99631
0.058,18,22,7.2,0.53,0.13,0.99573
0.074,32,84,8,0.39,0.3,0.99717
0.064,13,29,6.6,0.56,0.14,0.99397
0.075,15,35,7,0.55,0.13,0.9959
0.077,24,45,6.1,0.53,0.08,0.99528
0.059,20,31,5.4,0.58,0.08,0.99484
0.081,15,26,6.2,0.64,0.09,0.99538
0.065,34,60,7.2,0.39,0.32,0.99714
0.071,11,32,6.2,0.52,0.08,0.99646
0.054,19,49,7.4,0.25,0.29,0.99666
0.064,29,38,6.7,0.855,0.02,0.99472
0.064,14,19,11.1,0.44,0.42,0.99758
0.063,12,19,8.4,0.37,0.43,0.9955
0.059,16,28,6.5,0.63,0.33,0.99531
0.072,17,26,7,0.57,0.02,0.99575
0.048,12,26,6.3,0.6,0.1,0.99306
0.099,19,50,11.2,0.4,0.5,0.99783
0.074,17,24,7.4,0.36,0.3,0.99419
0.087,17,26,7.1,0.68,0,0.99783
0.083,18,27,7.1,0.67,0,0.99768
0.103,32,54,6.3,0.68,0.01,0.99586
0.08,18,28,7.3,0.735,0,0.99765
0.062,15,23,6.6,0.855,0.02,0.99627
0.065,15,24,7,0.56,0.17,0.99514
0.066,12,20,6.6,0.88,0.04,0.99636
0.062,15,23,6.6,0.855,0.02,0.99627
0.235,66,115,6.9,0.63,0.33,0.99787
0.08,31,131,7.8,0.6,0.26,0.99622
0.08,31,131,7.8,0.6,0.26,0.99622
0.08,31,131,7.8,0.6,0.26,0.99622
0.076,12,20,7.2,0.695,0.13,0.99546
0.076,12,20,7.2,0.695,0.13,0.99546
0.076,12,20,7.2,0.695,0.13,0.99546
0.061,26,42,6.7,0.67,0.02,0.99489
0.059,24,52,6.7,0.16,0.64,0.99494
0.076,12,20,7.2,0.695,0.13,0.99546
0.077,25,42,7,0.56,0.13,0.99629
0.056,15,34,6.2,0.51,0.14,0.99396
0.23,19,35,6.4,0.36,0.53,0.9934
0.038,15,25,6.4,0.38,0.14,0.99514
0.069,35,104,7.3,0.69,0.32,0.99632
0.075,15,50,6,0.58,0.2,0.99467
0.074,23,92,5.6,0.31,0.78,0.99677
0.06,12,20,7.5,0.52,0.4,0.99474
0.081,16,29,8,0.3,0.63,0.99588
0.076,13,27,6.2,0.7,0.15,0.99622
0.118,13,20,6.8,0.67,0.15,0.9954
0.053,24,32,6.2,0.56,0.09,0.99402
0.068,9,26,7.4,0.35,0.33,0.9947
0.053,24,32,6.2,0.56,0.09,0.99402
0.053,13,27,6.1,0.715,0.1,0.99362
0.074,32,98,6.2,0.46,0.29,0.99578
0.061,24,34,6.7,0.32,0.44,0.99484
0.066,22,48,7.2,0.39,0.44,0.99494
0.065,34,60,7.5,0.31,0.41,0.99492
0.066,18,28,5.8,0.61,0.11,0.99483
0.068,34,102,7.2,0.66,0.33,0.99414
0.073,29,79,6.6,0.725,0.2,0.9977
0.077,26,35,6.3,0.55,0.15,0.99314
0.089,16,26,5.4,0.74,0.09,0.99402
0.076,29,40,6.3,0.51,0.13,0.99574
0.068,28,38,6.8,0.62,0.08,0.99651
0.09,32,44,6.2,0.6,0.08,0.9949
0.062,39,51,5.9,0.55,0.1,0.99512
0.076,29,40,6.3,0.51,0.13,0.99574
0.075,32,44,5.9,0.645,0.12,0.99547
0.067,18,42,6,0.31,0.47,0.99549
